,Gene1,Gene2,Gene3,Gene4,Gene5,Gene6,Gene7,Gene8,Gene9,Gene10,Gene11,Gene12,Gene13,Gene14,Gene15,Gene16,Gene17,Gene18,Gene19,Gene20,Gene21,Gene22,Gene23,Gene24,Gene25,Gene26,Gene27,Gene28,Gene29,Gene30,Gene31,Gene32,Gene33,Gene34,Gene35,Gene36,Gene37,Gene38,Gene39,Gene40,Gene41,Gene42,Gene43,Gene44,Gene45,Gene46,Gene47,Gene48,Gene49,Gene50,Gene51,Gene52,Gene53,Gene54,Gene55,Gene56,Gene57,Gene58,Gene59,Gene60,Gene61,Gene62,Gene63,Gene64,Gene65,Gene66,Gene67,Gene68,Gene69,Gene70,Gene71,Gene72,Gene73,Gene74,Gene75,Gene76,Gene77,Gene78,Gene79,Gene80,Gene81,Gene82,Gene83,Gene84,Gene85,Gene86,Gene87,Gene88,Gene89,Gene90,Gene91,Gene92,Gene93,Gene94,Gene95,Gene96,Gene97,Gene98,Gene99,Gene100
Gene26,0.8063474417496583,0.595817791640487,0.4087592974173284,0.8469720301538508,0.37500169892606916,0.28897868505229585,0.6114378032625973,0.6404892966960102,0.8834122353099105,0.45777975675776617,0.2683359051382676,0.7171610667976,0.5434225015167539,0.42366414038766953,0.7958556037646278,0.5915795872252974,0.3545604926252149,0.2695676332239399,0.6090120878398595,0.4078487987606803,0.47634511124957957,0.40117756410587446,0.38408177691809353,0.6568880184510012,0.8522601953479929,1.0,0.5873916901786557,0.6301818739356444,0.42845268735747644,0.9498805262155641,0.5253711729351046,0.7176005120832767,0.59273746566467,0.3830311350314502,0.6786978592989167,0.49071008027638335,0.5018617392357652,0.5357404247081163,0.41905813206613796,0.39734619043599606,0.7414454814597022,0.7212385003341552,0.7880715787174907,0.7820684675959337,0.24087592173184713,0.4586505865111794,0.38009490671938106,0.2038850346253432,0.2834931262460345,0.16153626816472516,0.4382042536208225,0.3606805533047359,0.43281352684874785,0.7631149220840011,0.3244307326045393,0.4947460328217133,0.6831526960235013,0.47149731373560233,0.21903906712598764,0.6090928253594767,0.528605510746342,0.7469047460001195,0.33921630427850885,0.13312053448997785,0.2798879533893786,0.646925650316786,0.20203125904963237,0.1853283650721963,0.8072936548011014,0.4843927800972335,0.44922214128997345,0.6940529599326821,0.6467745879356851,0.33511305818357323,0.29686875297177145,0.6265801934252255,0.8147938192134562,0.37160683151116636,0.6072720153097231,0.45424191427631505,0.2645014055125793,0.4444510073499557,0.5272006707213253,0.6373290722313123,0.4475664499766073,0.32364409510904446,0.33813239424248626,0.7035197807463587,0.27188317060421235,0.6541421832165928,0.6022464067147328,0.8828604929489945,0.7399336884347213,0.731235415105979,0.4600309353895107,0.6180155619426346,0.30085177795742424,0.7314367238262416,0.5379570825552898,0.11283935011444707
Gene27,0.41461573952504815,0.43617340037269847,0.8608278944393228,0.4359704238862587,0.22083259718893117,0.4629743207874475,0.2546933123303755,0.20797096722359448,0.5266612409108387,0.16568349050340597,0.8506905716726578,0.04540334128499662,0.32220913358234826,0.46151098592038536,0.1606050653318582,0.19338264501396818,0.2805838037297422,0.3899077072671576,0.4423315627960956,0.4507750922667668,0.7598767183783686,0.7632717090323381,0.36754134016826495,0.8655707132023093,0.24672850708185923,0.5873916901786557,1.0,0.37635706272880426,0.6113377413634378,0.5971711625751932,0.7885802307214522,0.6883643801162055,0.12295005567599543,0.4849775803525179,0.6382207006734795,0.8197311057452523,0.4833504479449884,0.4114231254700028,0.7087329143078732,0.6530346540179639,0.34752218542345864,0.39249905232300003,0.5733231667763672,0.3331076850791034,0.14255500314500985,0.5549551985946235,0.6442083322960601,0.7077013417288642,0.5619878999028469,0.46136796969010196,0.23389349939915166,0.45755712253846365,0.4765602520856906,0.06746358911137479,0.8754541984660724,0.5277337269385818,0.6301119813609035,0.5237654915439809,0.424648105618341,0.7170874247052048,0.6735239333584876,0.6949414066048324,0.1685563018625369,0.814278956761358,0.7776586242883827,0.16005934450849096,0.47221617773889746,0.4944994194172781,0.46792006214967374,0.3593330508352411,0.34245084518529023,0.23279579263923078,0.7862659171765469,0.20689004749345147,0.4954174899293822,0.43639250962826803,0.6287367001639089,0.07710890190625064,0.5278034991258205,0.6846042001605259,0.5469050262515958,0.4812081417081854,0.18711826658747865,0.2525173448597184,0.22711215368001586,0.23172031804650373,0.20069692393506727,0.40872684008306726,0.5715807792604771,0.49895014585064174,0.5476193715409621,0.5054588684874323,0.20626762973399915,0.6095816817925646,0.6244522655952149,0.7049282058200881,0.6364489949846326,0.5664479025066571,0.6248477281709094,0.6089700828007352
Gene28,0.5177652430338753,0.9183722032677786,0.2593239697147069,0.3143342055619666,0.8289311972576978,0.5402813046477943,0.4338390836271664,0.5304250724092481,0.1822527826314283,0.4174714127207158,0.808845636226871,0.4632068703916388,0.31115539775847906,0.5807189010244047,0.47658270556935356,0.30354524624576124,0.5911432130555059,0.985445648834667,0.9077748022891416,0.25228392726582644,0.939928847586043,0.47457665429720547,0.6893668039343697,0.2297804320975222,0.676962060954911,0.6301818739356444,0.37635706272880426,1.0,0.17100145614561763,0.7344677362363388,0.6945894019476261,0.2774795034670929,0.20605788833218813,0.7378989336964143,0.7836691836043219,0.772241025033441,0.9309984678448691,0.3184214304558207,0.722450224586524,0.36755551113403895,0.2609988594851161,0.5856529560194261,0.4183993061165139,0.5616621105743573,0.3596896562657107,0.8471816613185805,0.539438858425596,0.49542106040956935,0.4893451546189887,0.43146662331762475,0.22049619624585876,0.4619372373827091,0.5721242036070602,0.24985651924236474,0.5795435597838766,0.1859758592812898,0.4061916957268981,0.4938755877525031,0.3892089792259468,0.3678114775380677,0.13810281467623464,0.15395433683867837,0.8084279794270406,0.42818649384067614,0.4505618743600243,0.896589090607818,0.6112690758211361,0.16579710656386748,0.35707052451932947,0.6643871487829902,0.5302805983938028,0.2764237277484014,0.4584916060057686,0.5989078126221754,0.42810447601757035,0.4902160514316082,0.2421672566495256,0.29516119350305575,0.3907438960604124,0.536338457935373,0.13880578223953555,0.8886325209434589,0.5534974327550836,0.8481201905230246,0.9198216810578023,0.5116666743561229,0.9114809459764657,0.2058351034308929,0.6402177700120326,0.5795021290111548,0.4131278370361985,0.7911131985925188,0.729921168340312,0.2337831729546696,0.6406027357209265,0.3440116805899364,0.472643045512955,0.4134133629065348,0.7589005582488941,0.594806419746122
Gene29,0.6925048425752129,0.457425462155405,0.917874073998667,0.6898678334166186,0.4361873256367753,0.5168417023212154,0.3969967050125184,0.1816493781423532,0.6072006772888592,0.6759046975990757,0.2832203945311695,0.5066518502806007,0.8252890635032237,0.410703759654721,0.6021026251341284,0.7873264044056356,0.29778605709133077,0.4130366931410631,0.4038763303669334,0.4996774349376198,0.591362065438015,0.5553022689541264,0.46580074829015217,0.4292386204383638,0.3178183535184507,0.42845268735747644,0.6113377413634378,0.17100145614561763,1.0,0.3917090116636726,0.576184647635108,0.8069623609389276,0.11192405403974237,0.21460472855134033,0.6311349361852605,0.9436462449628058,0.8929249143160494,0.10385114410092261,0.8009583169491497,0.529884811738236,0.5652045668135361,0.5250445354217794,0.6923040116364828,0.5185303667831144,0.3780771117399523,0.46462206151135454,0.7166370646049165,0.4966468073746237,0.43719125546903265,0.5512418244135125,0.6913579625958632,0.2918372009789776,0.1716679293439391,0.6789010142241678,0.39154289674098536,0.4704862510375775,0.3836645719941927,0.10288927076562254,0.1987795030271915,0.39486061618050994,0.7933835785667233,0.2168715142198513,0.865570622631579,0.5241527244100288,0.3524506950982694,0.4727278381100537,0.5362845997126136,0.8601599883192174,0.4792945500687145,0.525560469001852,0.6387877125541466,0.6354815811596763,0.9199931127731338,0.3042933451420268,0.7220499318504101,0.5584095132216556,0.699358737681729,0.5691795075951096,0.5759123923170983,0.4793292447579462,0.42800052246247156,0.8611924203676464,0.39820372707929164,0.46769444371749497,0.1888201205683835,0.8104152884386888,0.3951907936129569,0.38269023132462743,0.6011664259011948,0.479644750820626,0.6645907679640779,0.7017113853730836,0.5775358550574297,0.4961807307950895,0.2919957174925947,0.9323793978273002,0.29333887264106057,0.23431873105803697,0.598182116804258,0.4364001906224611
Gene30,0.08715860697120764,0.6381470265467133,0.3155751303763145,0.3321484089917248,0.31978859875659715,0.45967839812801276,0.6127575536581769,0.19489063705768822,0.378208330263044,0.2809150988441148,0.5296660681340136,0.1306138029233188,0.5693394002015197,0.7325206081262121,0.5461058889025336,0.6011042342393385,0.5961336316084501,0.7318224086607679,0.35772561685728693,0.1838922500616988,0.4897348677485528,0.5700555105095639,0.5583492890063104,0.11637467459935169,0.6296723402332232,0.9498805262155641,0.5971711625751932,0.7344677362363388,0.3917090116636726,1.0,0.6114599938161388,0.7497530440451725,0.15040856053264712,0.6078272162417768,0.6481286675157583,0.30353089525448446,0.7039803262581176,0.5894928073204933,0.5867302410718294,0.08140493849799035,0.3129003213485104,0.30133298674800574,0.2432480243317458,0.7644054716700017,0.7782596639092084,0.141650557314427,0.5122124364676357,0.33835257561854226,0.43631295041084756,0.9260664468116986,0.47440465893937767,0.7746288988571648,0.6560673245682558,0.4860881375797802,0.81848960731915,0.4936252624603466,0.41016715218968613,0.8927111498320607,0.40443552781169173,0.8497699989093573,0.14820311128479763,0.31500834554567575,0.3629245019269189,0.5156176291212897,0.7236708786329213,0.7713926606740376,0.713292316008981,0.6846672218644108,0.6760458828480338,0.5671993276993155,0.26637296189338067,0.554078892838239,0.6047818398059219,0.653967847983284,0.5250697199965029,0.14232129251365283,0.7948331709998329,0.2769022718222562,0.3993781582308077,0.5695453581893135,0.6218790380544754,0.2342912185160948,0.6150059309065057,0.6408554532274156,0.33837713139008774,0.8010961320600406,0.369212220969935,0.39444987376598056,0.4902834596696733,0.9213462070628319,0.3024057448022538,0.8752977474198098,0.6447619537741227,0.6031139700390182,0.48019108605634375,0.9071825762771668,0.2713718214397254,0.217724502394341,0.4756554191137642,0.8824365441789851
Gene31,0.6401239230551682,0.6070462001700756,0.5226396011670738,0.49042338912913025,0.3573688325982923,0.8228656929591743,0.8097183231829065,0.08821128470418987,0.4493123709993873,0.09559593659627658,0.29293314989642427,0.5055264213661316,0.6004379016006378,0.4541610271949939,0.5380161523417346,0.32267883241238643,0.7444311897427632,0.3553905031802407,0.5241617648344046,0.6818718149561193,0.24192797867622307,0.297500142690871,0.7143185409767525,0.29503168874121694,0.3297642663130886,0.5253711729351046,0.7885802307214522,0.6945894019476261,0.576184647635108,0.6114599938161388,1.0,0.6117120912989714,0.6350821845717617,0.36092334130256487,0.4294015779889458,0.2773437950642551,0.5911423457666741,0.5654205059740913,0.22424691017611093,0.7286153889268627,0.4253177536206715,0.6213155524039714,0.4075208893023607,0.34196787745650187,0.707715395009191,0.4866760215288217,0.27134078931245104,0.23344387208135214,0.597026470038174,0.34402319154478134,0.2540540334893835,0.5211289146636741,0.4666364804892268,0.27312703663088705,0.6320402401338114,0.7569826409558027,0.680141874955887,0.44922535992057855,0.5359040534493529,0.515024965917662,0.4602143220275795,0.23401910400580728,0.5888042597148679,0.33060750391712335,0.6849769886141301,0.41101125953434314,0.2135642115830657,0.712324061905466,0.5912187263988113,0.498294756206736,0.6866693626375832,0.44633738881032237,0.16110884248800095,0.24317003713250973,0.44194629497134874,0.47537219359816024,0.7176693274006902,0.3166811340627449,0.17764883018203942,0.8832688590186399,0.5450063517315857,0.8306828646876321,0.2028130966632702,0.6659770377066963,0.4501109536227157,0.7948336569420875,0.5411856616570475,0.0957420898175812,0.46298503129863666,0.32341035441632315,0.3992424429251295,0.6010986445680417,0.43748876759507943,0.7677396349398828,0.5057143370213766,0.37536748937745235,0.5676238481271031,0.12013583170742759,0.2088324315547923,0.6284045759395569
Gene32,0.13157480336932936,0.4852460800734808,0.7085928784768756,0.595933541586564,0.5101111369364566,0.7170604961463702,0.8093273277686002,0.41181444090587654,0.5209467528086953,0.7241109608433391,0.6169790626889943,0.368948907529824,0.47200366463460647,0.4052966323020201,0.3574331825230255,0.7439019149827002,0.5431473374827742,0.31882069515149186,0.42512892500306115,0.38794553547634414,0.41806829130429124,0.13008364512782272,0.055334565860599594,0.259232608472296,0.7797204172638263,0.7176005120832767,0.6883643801162055,0.2774795034670929,0.8069623609389276,0.7497530440451725,0.6117120912989714,1.0,0.770231595614207,0.6432535766563925,0.5954805874666959,0.707538402530864,0.4474650305462154,0.8529968874023794,0.6649273815302855,0.12482099919183043,0.32087844020594675,0.5693289940450507,0.5704567735531241,0.3352558005047926,0.4078911951838352,0.28354674840699234,0.603705066902595,0.36703389849960943,0.7634281299955301,0.39823901158977504,0.5813590636700277,0.3815629012499937,0.5623977553513873,0.37202923228887674,0.2655619272256948,0.3913693300500444,0.7593578491786113,0.2090354544818575,0.6496383999847242,0.31164893809619415,0.3999933768127613,0.3891117128776515,0.6061939470253609,0.6099063448384441,0.4987275031271185,0.6963634794347626,0.532754107413276,0.16449788321573816,0.4267252314857566,0.25159558848695107,0.4697310018098987,0.3605526666274407,0.30094300164477594,0.5110437821776024,0.2652972861004163,0.15245918847049322,0.633720760323466,0.511408365071415,0.613795726150661,0.7271924345580354,0.37632075020690003,0.44887951973496204,0.3808379599873734,0.43470101010788725,0.5513544440255997,0.2767929123524513,0.2891897620153751,0.5485610361510463,0.6196279992463123,0.5083572885216074,0.5090028399985053,0.8299597110559508,0.5376990867548446,0.5462634173728826,0.2716475677779546,0.7195237369357569,0.8182375316327716,0.8122406160855038,0.4989903368889044,0.24788621835119945
Gene33,0.3092113913675257,0.3114989199426114,0.3853834762816259,0.4366051298989553,0.6475794231565493,0.9172726059628544,0.6852208607325692,0.70677653718097,0.2900338108147586,0.7974744678594883,0.1951871217037231,0.3773458166912778,0.19617897988218203,0.46120216592072777,0.3592223705054444,0.41685098718670677,0.4150981073150877,0.26451679956536095,0.6505811380303883,0.646530571737275,0.4894329183007978,0.36055924234688314,0.4932246663513385,0.3114622096933374,0.5748806700878425,0.59273746566467,0.12295005567599543,0.20605788833218813,0.11192405403974237,0.15040856053264712,0.6350821845717617,0.770231595614207,1.0,0.11380658263792626,0.5738815180979833,0.28022864448374046,0.3389387589086887,0.7032886649859877,0.7199620483373488,0.5898159232059685,0.2485023691649973,0.5453894592720712,0.4497632928958361,0.5681427233749711,0.5886179845242987,0.20927546765059124,0.6512543913151297,0.5679936419035116,0.7580306613399532,0.7964848266779714,0.5484603270978647,0.10748717785947315,0.6533677383438408,0.10208546296808324,0.5070394256966643,0.41724268339382503,0.4393318719487682,0.4310364405817727,0.6039580651511748,0.5719811286248123,0.49661517318241866,0.5237334264309658,0.48668547078092406,0.2781093525834205,0.8371967313741118,0.4976194463646132,0.5700101306211605,0.7470667000944011,0.56997604871204,0.5578720378636048,0.41952532722688135,0.3406416001113646,0.3847564160151898,0.7389210269186086,0.5147824656095932,0.5229853727772977,0.5844536501534473,0.24294208553637947,0.26991555586932225,0.6941405963487935,0.34846284353903473,0.577173453926652,0.82596076178856,0.8428177595550461,0.2651766400024793,0.3163736567510108,0.21131264489264068,0.5278037731563874,0.8110950488192858,0.1873986434759854,0.215436509260302,0.6990830196384604,0.6586695701079484,0.49148103324024783,0.834603471717168,0.21484865908684253,0.3770212839416152,0.2718798397632453,0.2690179985649895,0.5156313996291232
Gene34,0.6911788850044838,0.6673987626532891,0.525788489382733,0.21861739657143486,0.1606170010137717,0.45297611994439463,0.45232337951243323,0.29588955124654015,0.27298059296649824,0.4949643510209554,0.42165231900804173,0.43845634333570965,0.3699498690568328,0.5023487989667995,0.4422658285633202,0.46715414456669513,0.6397196644847382,0.2156984297793587,0.7762839109306772,0.6881486199433962,0.7602122463125498,0.2969314739494742,0.8093894619618831,0.6351517506119854,0.5351827074883524,0.3830311350314502,0.4849775803525179,0.7378989336964143,0.21460472855134033,0.6078272162417768,0.36092334130256487,0.6432535766563925,0.11380658263792626,1.0,0.6663516613352318,0.5246805860787096,0.6297239380245518,0.6301166407570435,0.49088319098453503,0.4384044080754793,0.9408548597138866,0.6062591771387348,0.7718652572035091,0.40021664772560706,0.6981777518861136,0.5114062806545676,0.5661803722059414,0.5655310706062101,0.23480003440229286,0.34317653041018714,0.40774791701176594,0.22043949966160503,0.6592850286872731,0.4051397152914844,0.12600754592574925,0.4359916031546722,0.4421941724534854,0.46003721905221295,0.6269491158259886,0.8237623653530959,0.5149659496833661,0.17471483298696572,0.43342870442950665,0.3863839844549927,0.7271303527942526,0.3227362314070752,0.4245920534304822,0.3070542290096222,0.5547240577573824,0.41169769813089163,0.40274176042125925,0.3787433191676832,0.40425647404323745,0.5902309598680545,0.5126559050351875,0.6391115893337191,0.872224315334778,0.49893124821885665,0.48247271888661813,0.5180754318281692,0.23881332958125562,0.4029759429687032,0.3107875979506412,0.3456907750304806,0.44805526700781045,0.8332673105054773,0.3263231285019639,0.5057523198703859,0.2752577574479611,0.6672245524444466,0.5781508253914258,0.5832381637891535,0.6711073911557862,0.5208834405019573,0.5958019324984996,0.9204334202873207,0.7451117113520963,0.8139027602475482,0.6222625923497074,0.28991202510708297
Gene35,0.5164439735209636,0.5189138203670944,0.5970677999156675,0.18632094572383184,0.4161453590819219,0.7878262341036635,0.4825976411735026,0.6782293907628295,0.3699321289981738,0.1060150563540016,0.24407235981189757,0.40666971674427144,0.3370463572689701,0.6676099946441346,0.46169475291577466,0.4898648963752112,0.6199779043449034,0.3925261911164596,0.5218939841994741,0.3454246916492236,0.686440329566447,0.6715483536165838,0.7150536538636832,0.07671282737678536,0.8991275566191226,0.6786978592989167,0.6382207006734795,0.7836691836043219,0.6311349361852605,0.6481286675157583,0.4294015779889458,0.5954805874666959,0.5738815180979833,0.6663516613352318,1.0,0.31086823194980984,0.16132599437025774,0.42175524634658296,0.6936530607003162,0.6181779685183668,0.2490533930180448,0.5605694244632093,0.11628500819829724,0.6882914772611792,0.5269264278233021,0.602321358230318,0.4708570461965218,0.5728179910983685,0.570101782327523,0.27119819871909046,0.31050983645118085,0.8192357454272299,0.5910844509305597,0.6698405289014638,0.7689173181039637,0.16535574098996875,0.3423040488941174,0.6840041200166933,0.7467632642557591,0.5190143682178445,0.45724502142091,0.0871177888227671,0.5073218412039351,0.4212133232810532,0.4770043150411293,0.3902756607816758,0.5472733961382159,0.41437251164526384,0.870740370124828,0.5586760435487952,0.23243734444985292,0.6327724867688307,0.4741257262948336,0.52597422691565,0.430601031697625,0.8216268426852603,0.8141356549896104,0.3117548209191782,0.3233909443595017,0.3321979020786371,0.47403763396853044,0.6270339226995969,0.18696492569648682,0.8535579982286627,0.7723452417571224,0.5670877816046886,0.32205890642143986,0.21892439940690828,0.4876544912649828,0.5163902207402382,0.26941805122883156,0.6917268976682649,0.8077300229810305,0.6347042696913179,0.4782690400624503,0.31480758459310126,0.5745888510783896,0.8161741648317068,0.15775308171459795,0.5204681053243944
Gene36,0.547458448521792,0.5629216221868425,0.859845007582554,0.035377403824181475,0.7991674986250259,0.783698131740543,0.7103974929941379,0.671105029169768,0.6331566900379608,0.1673506975588231,0.5157839129782178,0.07157369862075508,0.6719347386014158,0.7336497968093868,0.4412605055593242,0.5299256623854209,0.15987278398761945,0.6361009038769001,0.3637567481877524,0.5078910506153992,0.28943607456224557,0.6796826320326904,0.43089186878051344,0.2424084949313703,0.27848649199826403,0.49071008027638335,0.8197311057452523,0.772241025033441,0.9436462449628058,0.30353089525448446,0.2773437950642551,0.707538402530864,0.28022864448374046,0.5246805860787096,0.31086823194980984,1.0,0.371296773115845,0.4131400004543106,0.48864004949750667,0.30451169197378797,0.5994639668144119,0.41263354175056505,0.2313475374166334,0.19860527740261025,0.572629867548028,0.3714584703036377,0.5175617940084573,0.3018393335380295,0.19493300653921092,0.45752911841287974,0.591771147652562,0.2570673277197924,0.294026064554356,0.7251080710311728,0.4418299816174711,0.3641557864404323,0.16532140270635282,0.5852527355033859,0.33884356294858514,0.5960983782270108,0.27107300130935263,0.46235669535970875,0.45006179601355684,0.5816790032741261,0.5102880889795115,0.4876824029349871,0.4561431780593505,0.615188362824068,0.4667892495337487,0.6686869198404085,0.5749970561337565,0.6382808724199053,0.6567715060166244,0.6117544529912777,0.8931329304757538,0.5363803023563805,0.11950668485764016,0.5616211780709564,0.598651136694567,0.3072291414168283,0.29107474336118766,0.4508830717528596,0.4547126381481607,0.6611257459383968,0.3267761108095522,0.3260643291293593,0.6314838304067039,0.8722621686552496,0.0839412108513849,0.41998566942971743,0.8355016194642635,0.36385695377760197,0.46745056618117337,0.39528869180006715,0.39298626946541276,0.5428001806396672,0.21437176976742156,0.5786374906409849,0.19356161317556803,0.3851373309878408
Gene37,0.22291865627326007,0.5448340192914212,0.23302135891208975,0.5670518235630218,0.14573640334388838,0.5162425852731143,0.6791641090078451,0.33907633754176286,0.9209848414662747,0.4941586009463288,0.45556771685258174,0.49710401835724755,0.6194532466096092,0.49863735713867957,0.3376603351441307,0.13408328391873453,0.47805041336874804,0.6474527501586786,0.4620110667548512,0.2224719301292838,0.39343019965020004,0.14995542403933831,0.5552550163459122,0.6651541411303636,0.31759042873857624,0.5018617392357652,0.4833504479449884,0.9309984678448691,0.8929249143160494,0.7039803262581176,0.5911423457666741,0.4474650305462154,0.3389387589086887,0.6297239380245518,0.16132599437025774,0.371296773115845,1.0,0.350986375843853,0.6120078959565529,0.31236717738513997,0.6077132931160718,0.8186063031650114,0.26247522600596834,0.5328802762992677,0.5552567480129982,0.29049597562339347,0.40804398597433006,0.47118901742658315,0.48713693367165345,0.9545530881312885,0.6933215605995069,0.5005393825584658,0.7596365832043679,0.2527933267247326,0.12071678846445527,0.1749819276258161,0.46410500274297223,0.5696573862597765,0.750862291021799,0.7976654405477132,0.6117571463313057,0.45588717916155436,0.3472280129063,0.10157406588235784,0.5519319259809561,0.5537470148059231,0.8730234861600672,0.5522268525283307,0.19580468110675303,0.3831489711434967,0.25122280915385026,0.45823479318295174,0.668884323795373,0.08068700074014562,0.40951308254133895,0.5350451771844682,0.2500589780515154,0.6471839887172545,0.7035725083414146,0.45092532190272205,0.5110755221453201,0.2608668218077783,0.737754859477333,0.5889495563747212,0.5637441992398661,0.3510160599664871,0.8647544528335163,0.3892073810617673,0.2846167557332343,0.05358075653135258,0.46715588870731983,0.5928547291555539,0.39706246520559196,0.4335513174264373,0.535325996536591,0.3321734815944308,0.9489224411995487,0.6771172566397465,0.9116119944540355,0.36914487636532767
Gene38,0.35456786261602236,0.6907594635939078,0.17093283334452114,0.7758835471978269,0.884510761095302,0.566101609719601,0.4907687397870511,0.5470320595982656,0.3220049706111324,0.9388295635032684,0.36752563373222674,0.6055982501280595,0.5897280346234097,0.6514588916905444,0.8473948044117563,0.496498644864354,0.2461939385618328,0.1367809573836603,0.3905328212691179,0.5430489682074551,0.2473167654562894,0.783034140297995,0.5604073465281051,0.2773930468830511,0.3564480179039858,0.5357404247081163,0.4114231254700028,0.3184214304558207,0.10385114410092261,0.5894928073204933,0.5654205059740913,0.8529968874023794,0.7032886649859877,0.6301166407570435,0.42175524634658296,0.4131400004543106,0.350986375843853,1.0,0.43625592422574666,0.3690583568352973,0.8490889394509484,0.5704691298958005,0.7617877154601262,0.4790043988955677,0.3946518872162186,0.4139340285081542,0.6629186663220861,0.380014698170588,0.40796139479463545,0.7267711857557322,0.9326908563828118,0.49444516862043536,0.48761037772987587,0.6309548745090117,0.5566275944085719,0.5338686974864757,0.5124903174679387,0.3041044947004513,0.4204500860649658,0.521515204266223,0.49678456401673043,0.8340593822219562,0.5910896492615528,0.23894004316850626,0.30378077143550825,0.5941071331442643,0.5917259119069415,0.2188371066777834,0.3917634645627875,0.4414435728372984,0.49766413684493216,0.764336153974265,0.6063793911877529,0.5007500917100594,0.44309761593811514,0.6412652691177863,0.7221477255290991,0.387628586031947,0.6744472031974759,0.7418236710469407,0.6273141032921874,0.645306183522979,0.40175724470797386,0.656461587508306,0.411557575716431,0.49600879495817135,0.5169406666626628,0.2719820904818211,0.3514669421704148,0.9370514052795802,0.5304075365092336,0.19506762433423108,0.34768886909687274,0.8574403013659134,0.13113474391986152,0.7165975290015028,0.27540822634870515,0.0608103666270951,0.20873869265615907,0.6225508929449912
Gene39,0.49029532001272264,0.650972665515305,0.7321062626956093,0.7288705178004942,0.4829565330534551,0.7101338840540352,0.3502385503704694,0.3933268519419865,0.31546893862369835,0.08525817037487188,0.37868379837279853,0.46925778588033795,0.5973575269754137,0.34308435765220424,0.22735578518652977,0.37953505102002477,0.6758461245705327,0.5956557887445544,0.8743899005464145,0.4878030401929275,0.28806801964312534,0.2749858703283384,0.44234184392952325,0.22460224164140252,0.3752334905272156,0.41905813206613796,0.7087329143078732,0.722450224586524,0.8009583169491497,0.5867302410718294,0.22424691017611093,0.6649273815302855,0.7199620483373488,0.49088319098453503,0.6936530607003162,0.48864004949750667,0.6120078959565529,0.43625592422574666,1.0,0.42740142712809576,0.5954975573843644,0.3488575248955635,0.5888518229679005,0.395481735474992,0.576866716068547,0.3689922645560114,0.8614880266624835,0.4685068677072614,0.3772823579448498,0.4153125198738307,0.5726490667583417,0.3997363854437712,0.3255983564314275,0.9240387746625495,0.3460657690023214,0.30249615503538885,0.18608220948623572,0.29483490010183483,0.5037560879773655,0.5363208453433619,0.4707364019183746,0.6246167506562215,0.6201397154105972,0.3580242725557598,0.11600598811464069,0.4074198173902584,0.24928750074929668,0.45697388417903617,0.4087773545344878,0.2840283661117604,0.46647572201106463,0.4254161912671549,0.40935714089436714,0.7407689648412819,0.16075832468069468,0.41191830877533575,0.112268466782879,0.7723015259576924,0.47005494150077093,0.2953598134463176,0.4244482871225218,0.6352336170766182,0.7936177937768503,0.34153263808957424,0.7634459984282833,0.7025332532775466,0.7614663849276426,0.36262005471699693,0.7750088202544908,0.39623851499643553,0.7440579345409488,0.5062839850892684,0.5868287753591095,0.36952943762206253,0.36620114964461464,0.42913033427639885,0.29210676424619253,0.572353681189625,0.6349980796185141,0.8595856020641507
Gene40,0.43572710004030796,0.6754112840519979,0.5460857059621357,0.1745017140997014,0.46278055296402143,0.30658999383044955,0.9632123561624174,0.3427063554571958,0.602653244269273,0.45086383589523243,0.17727987603613132,0.4322031950019368,0.09595227955485591,0.5045036446313313,0.8195898215723324,0.4601593405696826,0.8276859111319707,0.379967925469676,0.447854384464914,0.44124416109015513,0.5988614530162694,0.629194664503418,0.511404076432793,0.3424381204097971,0.5722386734860677,0.39734619043599606,0.6530346540179639,0.36755551113403895,0.529884811738236,0.08140493849799035,0.7286153889268627,0.12482099919183043,0.5898159232059685,0.4384044080754793,0.6181779685183668,0.30451169197378797,0.31236717738513997,0.3690583568352973,0.42740142712809576,1.0,0.6675450142632927,0.727271537674971,0.20773994049784994,0.30471834259511404,0.17045803924001485,0.052190358845378926,0.7368324586409201,0.6118900330611475,0.21850360664242902,0.5228097757219752,0.4731557553692381,0.8837569572001823,0.6714703517218423,0.07082167971779374,0.5376440387118021,0.6678352599772184,0.4877342214637292,0.43759708239845957,0.34032057644395075,0.16033819862292675,0.720272777332257,0.5973605043843471,0.4613127425200796,0.43476612721224883,0.27041807580573995,0.6971725372117692,0.3781184067039001,0.48935282170981986,0.778187196514446,0.3538592192227524,0.8187125670622246,0.3352410675441356,0.3546440247575945,0.6215278979715928,0.19945003711907017,0.648962588699089,0.1993030809132596,0.31428356974185734,0.4598360862744787,0.45074015281654967,0.902704444587578,0.5467641543490933,0.188488361697155,0.5055754662870378,0.6156156851329129,0.9042568085775134,0.34981021862996436,0.520406180389645,0.19330640129282828,0.5920289309438986,0.14762084657099223,0.41424009677305224,0.7212163473564284,0.2561317205968776,0.6038861170984612,0.5176315151034272,0.17801408572527122,0.5161972472891669,0.6704779809311512,0.45529226173964066
